zone_code,hits,lightning_triggered,jp_triggered,total_bet,main_payout,bonus_payout,grand_payout,rtp_percent_excl_grand
0,35940,0,0,388128541.5000,360595155.0000,17211730.0000,1616130.0000,97.3407
101,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
102,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
103,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
201,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
202,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
203,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
