zone_code,hits,lightning_triggered,jp_triggered,total_bet,main_payout,bonus_payout,grand_payout,rtp_percent_excl_grand
0,35940,0,0,129376413.0000,120227083.0000,5772865.0000,538155.0000,97.3902
101,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
102,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
103,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
201,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
202,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
203,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000
